,ProductCode##OTHER##,A##LENGTH##MILLIMETERS,A2##LENGTH##MILLIMETERS,A3##LENGTH##MILLIMETERS,AB##LENGTH##MILLIMETERS,AC##LENGTH##MILLIMETERS,AD##LENGTH##MILLIMETERS,AG##LENGTH##MILLIMETERS,Apparent Load##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,A-Type Code##LENGTH##MILLIMETERS,B1##LENGTH##MILLIMETERS,B2##LENGTH##MILLIMETERS,BB##LENGTH##MILLIMETERS,C##LENGTH##MILLIMETERS,Category##OTHER##,Clearance area##OTHER##,Dis_D1##LENGTH##MILLIMETERS,Dis_D3##LENGTH##MILLIMETERS,Efficiency Rating##OTHER##,Electric motor output##OTHER##,Enclosure Rating##OTHER##,Flow##PIPING_FLOW##CUBIC_METERS_PER_HOUR,FluidTempMax##PIPING_TEMPERATURE##CELSIUS,FluidTempMin##PIPING_TEMPERATURE##CELSIUS,FluidType##OTHER##,Full Load Amperes##ELECTRICAL_CURRENT##AMPERES,G1##LENGTH##MILLIMETERS,G2##LENGTH##MILLIMETERS,G3##LENGTH##MILLIMETERS,Grey##OTHER##,Gross Weight##FORCE##KILONEWTONS,H for motor##LENGTH##MILLIMETERS,H##LENGTH##MILLIMETERS,H2##LENGTH##MILLIMETERS,H3##LENGTH##MILLIMETERS,H4##LENGTH##MILLIMETERS,HA##LENGTH##MILLIMETERS,Has clearance area##OTHER##,Head##PIPING_PRESSURE##BARS,L##LENGTH##MILLIMETERS,L1##LENGTH##MILLIMETERS,L2##LENGTH##MILLIMETERS,L3##LENGTH##MILLIMETERS,L4##LENGTH##MILLIMETERS,LB##LENGTH##MILLIMETERS,Light blcak##OTHER##,Light red##OTHER##,LL##LENGTH##MILLIMETERS,Load Classification##OTHER##,M1##LENGTH##MILLIMETERS,Maximum ambient temperature at maximum temperature of pumped medium##OTHER##,Maximum Motor Power Rating##ELECTRICAL_APPARENT_POWER##KILOWATTS,Maximum Operating Temperature##PIPING_TEMPERATURE##CELSIUS,Maximum shaft output##OTHER##,Maximum Speed##OTHER##,Maximum Starting Current##ELECTRICAL_CURRENT##AMPERES,MCA##ELECTRICAL_CURRENT##AMPERES,Minimum operating temperature##PIPING_TEMPERATURE##CELSIUS,Minimum Speed##OTHER##,MOCP##ELECTRICAL_CURRENT##AMPERES,Motor Type##OTHER##,MotorVoltageActual##ELECTRICAL_POTENTIAL##VOLTS,N1##LENGTH##MILLIMETERS,Net Weight##FORCE##KILONEWTONS,O&M Manual##OTHER##,PowerFactor##OTHER##,PumpFlowActual##PIPING_FLOW##CUBIC_METERS_PER_HOUR,PumpFlowCALC##PIPING_FLOW##CUBIC_METERS_PER_HOUR,Rated Load Amperes##ELECTRICAL_CURRENT##AMPERES,Shipping Weight##FORCE##KILONEWTONS,Show Annotative Symbol##OTHER##,Size##OTHER##,Suc_D1##LENGTH##MILLIMETERS,Suc_D3##LENGTH##MILLIMETERS,SupplyFrequency##ELECTRICAL_FREQUENCY##HERTZ,SupplyPhase##OTHER##,SupplyVoltage##ELECTRICAL_POTENTIAL##VOLTS,Switching frequency##OTHER##,T1##LENGTH##MILLIMETERS,T2##LENGTH##MILLIMETERS,V1##LENGTH##MILLIMETERS,V3##LENGTH##MILLIMETERS,V4##LENGTH##MILLIMETERS,Wattage##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,X##LENGTH##MILLIMETERS
NK 65-210/205_93513171,93513171,100,72.5,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,65,185,3,30,F,139.22,120,-25,0,52.1,149,182,0,Grey,4.04861,200,156,225,336,641,25,1,5.243,1282.5,1090,164,762,0,770,light black,light red,200,0,125,40,30,40,0,2960,53.9,0,-15,0,0,0,690,320,3.59374,http://product-selection.grundfos.com/product-detail.html?productnumber=93513171&custid=GMA,0.89,139.22,139.22,52.1,4.04861,1,935,80,200,50,3,690,50,20,15,0,0,0,30000,140
NK 80-180.1/177_93513172,93513172,100,72.5,0,349,360,283,181,0,3,417,462,297,121,0,Clearance Areas,80,200,4,22,F,143.49,120,-25,0,38,135,165,0,Grey,3.38906,180,152,225,312,595,22,1,3.8318,1205,980,164,652,0,735,light black,light red,171,0,125,40,22,40,0,2945,40,0,-15,0,0,0,690,280,2.98217,http://product-selection.grundfos.com/product-detail.html?productnumber=93513172&custid=GMA,0.89,143.49,143.49,38,3.38906,1,827,100,220,50,3,690,50,20,15,0,0,0,22000,140
NK 65-210/186_93513173,93513173,100,72.5,0,349,380,280,170,0,3,417,462,321,121,0,Clearance Areas,65,185,3,22,F,123.18,120,-25,0,38.5,149,182,0,Grey,3.63137,180,136,225,316,596,22,1,4.263,1215.5,1015,164,687,0,710,light black,light red,160,0,125,40,22,40,0,2940,40.5,0,-15,0,0,0,690,320,3.22448,http://product-selection.grundfos.com/product-detail.html?productnumber=93513173&custid=GMA,0.89,123.18,123.18,38.5,3.63137,1,827,80,200,50,3,690,50,20,15,0,0,0,22000,140
NK 80-180.1/168_93513174,93513174,100,72.5,0,314,320,262,181,0,3,372,416,324,108,0,Clearance Areas,80,200,4,18.5,F,133.62,120,-25,0,32,135,165,0,Grey,2.75685,160,92,225,252,514,20,1,3.381,1129,955,162,631,0,665,light black,light red,171,0,125,40,18.5,40,0,2940,33.7,0,-15,0,0,0,690,280,2.45996,http://product-selection.grundfos.com/product-detail.html?productnumber=93513174&custid=GMA,0.89,133.62,133.62,32,2.75685,1,585,100,220,50,3,690,50,20,15,0,0,0,18500,140
NK 65-210/177_93513175,93513175,100,72.5,0,320,330,255,170,0,3,406,450,305,108,0,Clearance Areas,65,185,3,18.5,F,115.28,120,-25,0,32.5,149,182,0,Grey,3.03302,160,96,225,276,536,20,1,3.8024,1164.5,990,162,666,0,665,light black,light red,160,0,125,40,18.5,40,0,2930,34.2,0,-15,0,0,0,690,320,2.67815,http://product-selection.grundfos.com/product-detail.html?productnumber=93513175&custid=GMA,0.89,115.28,115.28,32.5,3.03302,1,726,80,200,50,3,690,50,20,15,0,0,0,18500,140
NK 80-180.1/159_93513176,93513176,100,72.5,0,314,320,262,181,0,3,372,416,280,108,0,Clearance Areas,80,200,4,15,F,123.78,120,-25,0,26.1,135,165,0,Grey,2.52285,160,92,225,252,514,20,1,2.9694,1084,915,162,591,0,620,light black,light red,171,0,125,40,15,40,0,2940,27.5,0,-15,0,0,0,690,280,2.22596,http://product-selection.grundfos.com/product-detail.html?productnumber=93513176&custid=GMA,0.89,123.78,123.78,26.1,2.52285,1,585,100,220,50,3,690,50,20,15,0,0,0,15000,140
NK 65-210/225_93513177,93513177,100,72.5,0,270,275,210,125,0,3,368,412,190,89,0,Clearance Areas,65,185,3,5.5,F,72.45,120,-25,0,10.7,149,182,0,Grey,1.97739,132,96,225,276,489,18,1,1.5288,944.5,805,162,481,0,470,light black,light red,115,0,125,40,5.5,40,0,1445,11.2,0,-15,0,0,0,690,320,1.7305,http://product-selection.grundfos.com/product-detail.html?productnumber=93513177&custid=GMA,0.83,72.45,72.45,10.7,1.97739,1,490,80,200,50,3,690,50,20,15,0,0,0,5500,140
NK 80-380/438_93513178,93513178,125,90,0,431,442,345,230,0,3,501,546,368,149,0,Clearance Areas,80,200,4,45,F,163.41,120,-25,0,80.1,269,287,0,Grey,7.26447,225,140,355,420,765,28,1,5.5566,1584,1285,164,957,0,925,light black,light red,220,0,160,40,45,40,0,1480,84.3,0,-15,0,0,0,690,435,6.55758,http://product-selection.grundfos.com/product-detail.html?productnumber=93513178&custid=GMA,0.85,163.41,163.41,80.1,7.26447,1,1484,100,220,50,3,690,50,20,15,0,0,0,45000,180
NK 65-210/211_93513179,93513179,100,72.5,0,230,240,190,125,0,3,299,343,248,70,0,Clearance Areas,65,185,3,4,F,69.56,120,-25,0,7.95,149,182,0,Grey,1.66871,112,96,225,276,464,15,1,1.3524,939.5,825,162,501,0,465,light black,light red,115,0,125,40,4,40,0,1445,8.14,0,-15,0,0,0,690,320,1.42182,http://product-selection.grundfos.com/product-detail.html?productnumber=93513179&custid=GMA,0.82,69.56,69.56,7.95,1.66871,1,490,80,200,50,3,690,50,20,15,0,0,0,4000,140
NK 80-380/416_93513180,93513180,125,90,0,431,442,345,230,0,3,501,546,368,149,0,Clearance Areas,80,200,4,37,F,152.59,120,-25,0,66,269,287,0,Grey,6.8991,225,140,355,420,765,28,1,5.0176,1559,1260,164,932,0,900,light black,light red,220,0,160,40,37,40,0,1480,69.5,0,-15,0,0,0,690,435,6.19221,http://product-selection.grundfos.com/product-detail.html?productnumber=93513180&custid=GMA,0.85,152.59,152.59,66,6.8991,1,1484,100,220,50,3,690,50,20,15,0,0,0,37000,180
NK 65-210/190_93513181,93513181,100,72.5,0,200,215,172,105,0,3,299,343,233,63,0,Clearance Areas,65,185,3,3,F,63,120,-25,0,6.02,149,182,0,Grey,1.54907,100,96,225,276,446,14,1,1.1074,904.5,805,162,481,0,430,light black,light red,105,0,125,40,3,40,0,1450,10.9,0,-15,0,0,0,400,320,1.30218,http://product-selection.grundfos.com/product-detail.html?productnumber=93513181&custid=GMA,0.82,63,63,6.02,1.54907,1,490,80,200,50,3,400,50,20,15,0,0,0,3000,140
NK 80-380/390_93513182,93513182,125,90,0,388,396,326,230,0,3,501,546,380,133,0,Clearance Areas,80,200,4,30,F,138.96,120,-25,0,53.7,269,287,0,Grey,6.40345,200,140,355,420,746,25,1,4.3708,1504,1230,164,902,0,845,light black,light red,220,0,160,40,30,40,0,1475,56.5,0,-15,0,0,0,690,435,5.72656,http://product-selection.grundfos.com/product-detail.html?productnumber=93513182&custid=GMA,0.85,138.96,138.96,53.7,6.40345,1,1419,100,220,50,3,690,50,20,15,0,0,0,30000,180
NK 65-210/173_93513183,93513183,100,72.5,0,200,215,172,105,0,3,299,343,233,63,0,Clearance Areas,65,185,3,2.2,F,55.79,120,-25,0,4.52,149,182,0,Grey,1.49907,100,96,225,276,446,14,1,0.9114,904.5,805,162,481,0,430,light black,light red,105,0,125,40,2.2,40,0,1455,8.23,0,-15,0,0,0,400,320,1.25218,http://product-selection.grundfos.com/product-detail.html?productnumber=93513183&custid=GMA,0.81,55.79,55.79,4.52,1.49907,1,490,80,200,50,3,400,50,20,15,0,0,0,2200,140
NK 80-380/357_93513184,93513184,125,90,0,349,360,283,181,0,3,414,459,335,121,0,Clearance Areas,80,200,4,22,F,121.36,120,-25,0,39.5,269,287,0,Grey,5.29702,180,140,355,420,703,22,1,3.6162,1429,1200,164,872,0,770,light black,light red,171,0,160,40,22,40,0,1475,41.6,0,-15,0,0,0,690,435,4.72013,http://product-selection.grundfos.com/product-detail.html?productnumber=93513184&custid=GMA,0.85,121.36,121.36,39.5,5.29702,1,1188,100,220,50,3,690,50,20,15,0,0,0,22000,180
NK 65-210/225_93513185,93513185,100,72.5,0,200,215,172,105,0,3,299,343,233,63,0,Clearance Areas,65,185,3,1.5,F,47.6,120,-25,0,3.6,149,182,0,Grey,1.55907,100,96,225,276,446,14,1,0.6566,904.5,805,162,481,0,430,light black,light red,105,0,125,40,1.5,40,0,950,6.54,0,-15,0,0,0,400,320,1.31218,http://product-selection.grundfos.com/product-detail.html?productnumber=93513185&custid=GMA,0.73,47.6,47.6,3.6,1.55907,1,490,80,200,50,3,400,50,20,15,0,0,0,1500,140
NK 80-380/438_93513186,93513186,125,90,0,349,360,283,181,0,3,414,459,335,121,0,Clearance Areas,80,200,4,15,F,107.65,120,-25,0,29.1,269,287,0,Grey,5.29702,180,140,355,420,703,22,1,2.4206,1429,1200,164,872,0,770,light black,light red,171,0,160,40,15,40,0,975,30.7,0,-15,0,0,0,690,435,4.72013,http://product-selection.grundfos.com/product-detail.html?productnumber=93513186&custid=GMA,0.8,107.65,107.65,29.1,5.29702,1,1188,100,220,50,3,690,50,20,15,0,0,0,15000,180
NK 65-210/207_93513187,93513187,100,72.5,0,180,195,160,105,0,3,296,346,210,56,0,Clearance Areas,65,185,3,1.1,F,44.34,120,-25,0,2.69,149,182,0,Grey,1.42148,90,79,225,259,424,12,1,0.5488,854.5,765,162,441,0,380,light black,light red,105,0,125,40,1.1,40,0,935,4.88,0,-15,0,0,0,400,320,1.19459,http://product-selection.grundfos.com/product-detail.html?productnumber=93513187&custid=GMA,0.73,44.34,44.34,2.69,1.42148,1,428,80,200,50,3,400,50,20,15,0,0,0,1100,140
NK 65-210/183_93513188,93513188,100,72.5,0,180,195,160,105,0,3,296,346,180,56,0,Clearance Areas,65,185,3,0.75,F,38.75,120,-25,0,1.93,149,182,0,Grey,1.35298,90,79,225,259,424,12,1,0.4312,824.5,735,162,411,0,350,light black,light red,105,0,125,40,0.75,40,0,935,3.51,0,-15,0,0,0,400,320,1.12609,http://product-selection.grundfos.com/product-detail.html?productnumber=93513188&custid=GMA,0.71,38.75,38.75,1.93,1.35298,1,428,80,200,50,3,400,50,20,15,0,0,0,750,140
NK 80-380/421_93513189,93513189,125,90,0,314,320,262,181,0,3,394,455,324,108,0,Clearance Areas,80,200,4,11,F,101.6,120,-25,0,22.3,269,287,0,Grey,4.52766,160,100,355,380,642,20,1,2.205,1324,1145,162,821,0,665,light black,light red,171,0,160,40,11,40,0,970,23.5,0,-15,0,0,0,690,435,3.98077,http://product-selection.grundfos.com/product-detail.html?productnumber=93513189&custid=GMA,0.77,101.6,101.6,22.3,4.52766,1,1125,100,220,50,3,690,50,20,15,0,0,0,11000,180
NK 65-210/170_93513190,93513190,100,72.5,0,163,175,140,100,0,3,296,346,142,50,0,Clearance Areas,65,185,3,0.55,F,33.68,120,-25,0,1.43,149,182,0,Grey,1.27244,80,79,225,259,399,10,1,0.343,774.5,685,162,361,0,300,light black,light red,100,0,125,40,0.55,40,0,910,2.6,0,-15,0,0,0,400,320,1.04555,http://product-selection.grundfos.com/product-detail.html?productnumber=93513190&custid=GMA,0.72,33.68,33.68,1.43,1.27244,1,428,80,200,50,3,400,50,20,15,0,0,0,550,140
NK 80-380/375_93513191,93513191,125,90,0,314,320,262,181,0,3,394,455,280,108,0,Clearance Areas,80,200,4,7.5,F,86.7,120,-25,0,15.6,269,287,0,Grey,4.24058,160,100,355,380,642,20,1,1.7346,1279,1105,162,781,0,620,light black,light red,171,0,160,40,7.5,40,0,970,16.4,0,-15,0,0,0,690,435,3.69369,http://product-selection.grundfos.com/product-detail.html?productnumber=93513191&custid=GMA,0.76,86.7,86.7,15.6,4.24058,1,1125,100,220,50,3,690,50,20,15,0,0,0,7500,180
NK 80-180.1/177_93513192,93513192,100,72.5,0,349,380,280,170,0,3,417,462,321,121,0,Clearance Areas,80,200,3,22,F,143.25,120,-25,0,38.5,135,165,0,Grey,3.46906,180,152,225,312,592,22,1,3.822,1180,980,164,652,0,710,light black,light red,160,0,125,40,22,40,0,2940,40.5,0,-15,0,0,0,690,280,3.10217,http://product-selection.grundfos.com/product-detail.html?productnumber=93513192&custid=GMA,0.89,143.25,143.25,38.5,3.46906,1,748,100,220,50,3,690,50,20,15,0,0,0,22000,140
NK 80-380/344_93513193,93513193,125,90,0,262,260,213,146,0,3,394,455,184,89,0,Clearance Areas,80,200,4,5.5,F,73.72,120,-25,0,12.2,269,287,0,Grey,3.6879,132,100,355,380,593,18,1,1.4308,1149,1015,162,691,0,490,light black,light red,136,0,160,40,5.5,40,0,965,12.8,0,-15,0,0,0,690,435,3.19101,http://product-selection.grundfos.com/product-detail.html?productnumber=93513193&custid=GMA,0.72,73.72,73.72,12.2,3.6879,1,1031,100,220,50,3,690,50,20,15,0,0,0,5500,180
NK 80-180.1/168_93513194,93513194,100,72.5,0,320,330,255,170,0,3,372,416,305,108,0,Clearance Areas,80,200,3,18.5,F,133.16,120,-25,0,32.5,135,165,0,Grey,2.80685,160,92,225,252,512,20,1,3.3614,1129,955,162,631,0,665,light black,light red,160,0,125,40,18.5,40,0,2930,34.2,0,-15,0,0,0,690,280,2.50996,http://product-selection.grundfos.com/product-detail.html?productnumber=93513194&custid=GMA,0.89,133.16,133.16,32.5,2.80685,1,585,100,220,50,3,690,50,20,15,0,0,0,18500,140
NK 150-350/332_93513196,93513196,160,110,0,542,547,449,270,0,3,627,694,460,190,0,Clearance Areas,150,285,4,75,F,470.9,120,-25,0,130,255,314,0,Grey,10.72074,280,178,400,458,906,35,1,3.1458,1701,1415,166,1083,0,1007,light black,light red,280,0,200,40,75,40,0,1485,136,0,-15,0,0,0,690,550,9.74385,http://product-selection.grundfos.com/product-detail.html?productnumber=93513196&custid=GMA,0.87,470.9,470.9,130,10.72074,1,2079,200,340,50,3,690,50,20,15,0,0,0,75000,180
NK 80-180.1/159_93513197,93513197,100,72.5,0,320,330,255,170,0,3,372,416,265,108,0,Clearance Areas,80,200,3,15,F,123.36,120,-25,0,26.5,135,165,0,Grey,2.63285,160,92,225,252,512,20,1,2.9498,1084,915,162,591,0,620,light black,light red,160,0,125,40,15,40,0,2930,27.9,0,-15,0,0,0,690,280,2.33596,http://product-selection.grundfos.com/product-detail.html?productnumber=93513197&custid=GMA,0.89,123.36,123.36,26.5,2.63285,1,585,100,220,50,3,690,50,20,15,0,0,0,15000,140
NK 200-300/306_93513198,93513198,160,110,0,484,488,421,280,0,3,670,737,421,168,0,Clearance Areas,200,340,4,55,F,574.04,120,-25,0,96.5,253,341,0,Grey,9.86037,250,180,400,530,951,30,1,2.401,1669,1390,166,1058,0,950,light black,light red,270,0,200,40,55,40,0,1480,102,0,-15,0,0,0,690,625,8.88348,http://product-selection.grundfos.com/product-detail.html?productnumber=93513198&custid=GMA,0.86,574.04,574.04,96.5,9.86037,1,2079,250,395,50,3,690,50,20,15,0,0,0,55000,200
NK 80-380/438_93513199,93513199,125,90,0,435,470,335,220,0,3,501,546,395,149,0,Clearance Areas,80,200,3,45,F,163.41,120,-25,0,80.2,269,287,0,Grey,6.72447,225,140,355,420,755,28,1,5.5566,1499,1285,164,957,0,840,light black,light red,200,0,160,40,45,40,0,1480,79.9,0,-15,0,0,0,690,435,6.04758,http://product-selection.grundfos.com/product-detail.html?productnumber=93513199&custid=GMA,0.86,163.41,163.41,80.2,6.72447,1,1419,100,220,50,3,690,50,20,15,0,0,0,45000,180
NK 65-210/225_93513200,93513200,100,72.5,0,388,396,326,230,0,3,460,505,380,133,0,Clearance Areas,65,185,4,37,F,146.14,120,-25,0,63.3,149,182,0,Grey,4.73063,200,156,225,336,662,25,1,6.2916,1357.5,1090,164,762,0,845,light black,light red,220,0,125,40,37,40,0,2970,66.6,0,-15,0,0,0,690,320,4.20374,http://product-selection.grundfos.com/product-detail.html?productnumber=93513200&custid=GMA,0.89,146.14,146.14,63.3,4.73063,1,1093,80,200,50,3,690,50,20,15,0,0,0,37000,140
NK 80-380/416_93513201,93513201,125,90,0,435,470,335,220,0,3,501,546,370,149,0,Clearance Areas,80,200,3,37,F,152.59,120,-25,0,66.1,269,287,0,Grey,6.5691,225,140,355,420,755,28,1,5.0176,1474,1260,164,932,0,815,light black,light red,200,0,160,40,37,40,0,1480,66.1,0,-15,0,0,0,690,435,5.89221,http://product-selection.grundfos.com/product-detail.html?productnumber=93513201&custid=GMA,0.86,152.59,152.59,66.1,6.5691,1,1419,100,220,50,3,690,50,20,15,0,0,0,37000,180
